Flock_ID,Julian_Date,Season,Site_Segment,Transect,Site,Minute,Minute_2,Chlorospingus,Species,Size,Furnariid_Sp,Tyrannid_Sp,Migrant_Sp,Thraupid_Sp,SESFRic,SESFDis,SESPD,SESMPD,Dist_Edge,1km_forest,1km_edge,Canopy_Cover,Understory_Density,Tree_Size,Vertical_Structure,Trogon collaris,Trogon personatus,Eubucco bourcierii,Veniliornis dignus,Veniliornis fumigatus,Colaptes rubiginosus,Piaya cayanna,Picumnus granadensis,Premnornis guttuligera,Premnoplex brunnescens,Margarornis stellatus,Pseudocolaptes boissonneautii,Xenops rutilans,Syndactyla subalaris,Anabacerthia striaticollis,Philydor rufum,Thripadectes holostictus,Thripadectes virgaticeps,Dendrocolaptes picumnus,Xiphorhynchus triangularis,Lepidocolaptes lacrymiger,Dysithamnus mentalis,Phyllomyias nigrocapillus,Phyllomyias cinereiceps,Mecocerculus poecilocercus,Phylloscartes poecilotis,Phylloscartes opthalmicus,Leptopogon rufipectus,Mionectes striaticollis,Myiophobus flavicans,Nephelomyias pulcher,Myiophobus fasciatus,Pyrrhomyias cinnamomeus,Contopus fumigatus,Myiarchus tuberculifer,Myiarchus cephalotes,Pipreola riefferi,Ampelioides tschudii,Pachyramphus versicolor,Pachyramphus polychopterus,Snowornis cryptolophus,Cyclarhis nigrirostris,Vireo leucophrys,Hylophilus semibrunneus,Cyanocorax yncas,Henicorhina leucophrys,Hemispingus frontalis,Creurgops verticalis,Anisognathus notabilis,Anisognathus somptuosus,Iridosornis porphyrocephalus,Chlorochrysa nitidissima,Sporothraupis cyanocephala,Tangara ruficervix,Tangara heinei,Tangara nigroviridis,Tangara labradorides,Tangara gyrola,Tangara xanthocephala,Tangara arthus,Tangara vitriolina,Chlorophanes spiza,Diglossa caerulescens,Diglossa cyanea,Diglossa albilatera,Tiaris olivaceus,Coereba flaveola,Saltator atripennis,Arremonops bruneinucha,Atlapetes albinucha,Chlorospingus canigularis,Chlorospingus semifuscus,Habia cristata,Piranga flava,Amblycercus holostictus,Setophaga pitiayumi,Myiothlypis coronatus,Basileuterus tristriatus,Myioborus miniatus,Euphonia laniirostris,Euphonia xanthogaster,Chlorophonia phyrrophrys,Chlorophonia cyanea,Mniotilta varia,Setophaga fusca,Cardellina canadensis,Vermivora chrysoptera,Vireo flavifrons,Piranga rubra,Leiothlypis peregrina,Setophaga cerulea,Myrmotherula schisticolor,Setophaga castanea,Campylorhamphus pusillus,Dendrocincla tyrannina,Cinnycerthia olivacea,Chlorornis riefferii,Pheucticus ludovicianus,Vireo olivaceus
125,186,0,Lagito-3,El Lagito,7,521,271441,0,2,3,1,1,0,0,NA,0.773828229,0.660649515,-0.027204534,300,41.88,23.47,-0.439734117,-0.881844575,0.089140867,-1.484779114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,186,0,Lagito-5,El Lagito,7,590,348100,1,10,15,2,2,0,3,-0.687419734,-0.334400111,0.36317898,0.650420876,216,41.88,23.47,-0.597911858,-0.158297352,-1.405601464,-1.678991462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,186,0,Sonora-5,La Sonora,7,1010,1020100,0,15,28,3,1,0,5,-0.539251501,-0.465687468,0.476849648,-0.634802003,189,51.47,29.33,-0.914267338,1.148231562,0.179817943,0.54717464,1,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,186,0,Lagito-1,El Lagito,7,950,902500,1,12,18,2,0,0,2,0.663511455,1.506636293,1.048601572,1.729141083,223,41.88,23.47,-1.388800558,-0.714075605,0.624008303,-0.212591312,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,186,0,NA,El Lagito,7,955,912025,0,7,9,2,1,0,3,-0.053396932,-0.376438285,0.479246449,0.263520125,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,187,0,Lagito-5,El Lagito,7,430,184900,0,4,6,0,1,0,1,-0.845026582,-0.376118518,1.724274563,1.294353784,216,41.88,23.47,-0.597911858,-0.158297352,-1.405601464,-1.678991462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,187,0,Lagito-5,El Lagito,7,510,260100,1,20,35,4,1,0,5,0.372200755,-1.155066567,-0.422773545,-0.983996481,216,41.88,23.47,-0.597911858,-0.158297352,-1.405601464,-1.678991462,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,204,0,Brisas-1,Las Brisas,4,420,176400,0,9,12,2,0,0,3,0.688451765,-0.330314093,0.075687431,-0.400485272,27,32.39,37.91,-0.914267338,-0.919301175,-1.362900408,-1.318363671,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,204,0,Brisas-5,Las Brisas,4,475,225625,0,5,7,0,0,0,3,-1.156683493,-1.419413977,-1.753538298,-3.21240224,101,32.39,37.91,-3.445111179,2.150415,0.57480564,-1.775088624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,204,0,NA,Las Brisas,4,531,281961,0,8,10,2,2,0,1,0.313754505,-0.066400418,0.387137994,0.151994504,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,204,0,Brisas-4,Las Brisas,4,541,292681,1,6,12,0,0,0,4,-1.466811577,-2.2400947,-2.121285303,-3.677029632,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,205,0,Tigre-3,El Tigre,4,619,383161,0,2,3,0,0,0,1,NA,-0.22360092,0.010916442,-1.275596705,73,26.71,30.88,-0.281556377,-1.471150954,-1.190801357,-1.234448446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,205,0,Tigre-1,El Tigre,4,640,409600,0,11,19,0,0,0,5,-0.365757619,-0.009868869,-0.456965157,-2.515454714,19,26.71,30.88,0.983865543,-2.820403953,-1.837028803,-1.266070017,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,205,0,Tigre-3,El Tigre,4,689,474721,0,4,6,0,0,0,1,-1.004457759,-0.994993726,1.077837196,0.449402559,73,26.71,30.88,-0.281556377,-1.471150954,-1.190801357,-1.234448446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,205,0,Tigre-4,El Tigre,4,700,490000,1,9,15,0,0,0,3,-1.045504006,-1.584404746,-0.171229445,-0.278356248,49,26.71,30.88,0.034799103,-1.442454869,-2.083353295,-1.264081149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,205,0,Brisas-4,Las Brisas,4,800,640000,0,9,15,1,0,0,6,-1.006641199,-2.031516895,-0.999008538,-2.886214476,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,206,0,Tigre-3,El Tigre,4,589,346921,1,9,16,1,0,0,3,0.000730639,-1.599068187,-0.977582945,-1.541703343,73,26.71,30.88,-0.281556377,-1.471150954,-1.190801357,-1.234448446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,206,0,Tigre-3,El Tigre,4,637,405769,0,4,8,0,0,0,3,0.306018767,0.508717465,-1.619247122,-2.441303861,73,26.71,30.88,-0.281556377,-1.471150954,-1.190801357,-1.234448446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,207,0,Brisas-2,Las Brisas,4,430,184900,0,12,15,0,0,0,7,-1.255340762,-1.732992028,-1.640488053,-3.028848352,32,32.39,37.91,-0.281556377,-3.009442323,-0.814776117,-1.678991462,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,207,0,Brisas-3,Las Brisas,4,450,202500,1,6,9,1,0,0,1,-0.560771498,-1.620655858,-0.750858316,-1.1404224,118,32.39,37.91,-0.123378637,-0.048374458,0.09633239,-1.901813321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,207,0,NA,Las Brisas,4,485,235225,0,5,9,1,0,0,0,2.883366615,0.211447871,1.094679955,0.582578354,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,207,0,Brisas-4,Las Brisas,4,557,310249,1,10,16,1,0,0,3,-0.206751199,-2.001524732,1.150704582,-0.183484457,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,207,0,Brisas-4,Las Brisas,4,637,405769,1,11,16,0,0,0,5,-1.34072494,-2.021359227,-0.59589581,-1.967918563,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,207,0,Brisas-4,Las Brisas,4,830,688900,1,8,12,1,0,0,3,-0.472343172,-1.676481483,-0.204438704,-1.804177609,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,207,0,Brisas-4,Las Brisas,4,1022,1044484,1,3,5,0,0,0,2,-0.520700479,-2.517049003,-0.915225155,-2.260312675,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,208,0,Brisas-2,Las Brisas,4,501,251001,0,9,15,0,0,0,5,-1.262948486,-1.992524176,-1.522179245,-3.284485838,32,32.39,37.91,-0.281556377,-3.009442323,-0.814776117,-1.678991462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,208,0,Brisas-4,Las Brisas,4,535,286225,1,8,16,0,0,0,3,-0.944148456,-2.180127935,-0.673564377,-2.086101732,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,207,0,Tigre-3,El Tigre,4,NA,NA,1,6,14,0,0,0,4,-0.364319149,-0.736341872,-2.287135445,-3.619372697,73,26.71,30.88,-0.281556377,-1.471150954,-1.190801357,-1.234448446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,205,0,Brisas-1,Las Brisas,4,NA,NA,0,7,7,1,0,0,0,2.003676,0.90878631,2.891716367,2.530099286,27,32.39,37.91,-0.914267338,-0.919301175,-1.362900408,-1.318363671,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,209,0,Brisas-4,Las Brisas,4,508,258064,1,5,9,0,0,0,3,-0.504548931,-2.230579464,-0.638296582,-1.83159842,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,209,0,Brisas-3,Las Brisas,4,556,309136,1,11,14,0,0,0,5,-1.16155964,-1.983749932,-1.346770529,-2.149550018,118,32.39,37.91,-0.123378637,-0.048374458,0.09633239,-1.901813321,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,213,0,Brillante-1,El Brillante,9,427,182329,1,11,18,2,2,0,3,0.336475075,-0.708332131,0.465841356,0.703694264,9,87.5,12.38,1.774754244,0.295137226,-0.061139168,0.462370587,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,213,0,Brillante-1,El Brillante,9,452,204304,0,5,8,1,0,0,0,-0.179690074,-0.522409674,-0.302126148,-1.102116446,9,87.5,12.38,1.774754244,0.295137226,-0.061139168,0.462370587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,213,0,Brillante-2,El Brillante,9,482,232324,1,10,17,2,3,0,0,-0.512334146,-0.795530809,0.883636151,0.469376691,42,87.5,12.38,0.983865543,-0.559410303,0.104927511,1.143256544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,213,0,Brillante-4,El Brillante,9,512,262144,0,15,24,2,5,0,4,-0.777268895,-2.117772151,-0.698595505,-0.438948749,152,87.5,12.38,1.458398764,-2.524651925,0.533854486,0.204213432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,213,0,Brillante-3,El Brillante,9,550,302500,0,6,12,1,1,0,0,0.104204501,-0.827390316,-0.348498702,-0.933256847,59,87.5,12.38,1.458398764,-0.39656306,-0.515057935,0.078118263,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,213,0,Brillante-2,El Brillante,9,575,330625,0,12,20,2,0,0,6,-1.076363889,-0.662407113,-0.019695227,-0.647847413,42,87.5,12.38,0.983865543,-0.559410303,0.104927511,1.143256544,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,213,0,Brillante-5,El Brillante,9,600,360000,0,3,3,3,0,0,0,-0.494902323,-0.699781291,-0.918273966,-2.392217563,246,87.5,12.38,0.983865543,-1.092050542,-0.382678868,0.391241198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,213,0,Brillante-3,El Brillante,9,888,788544,1,7,12,2,2,0,0,-0.099929005,-2.042037312,-0.633212802,-0.320897785,59,87.5,12.38,1.458398764,-0.39656306,-0.515057935,0.078118263,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,213,0,NA,El Brillante,9,916,839056,0,9,15,2,0,0,3,-1.422547149,-1.552248232,0.618347785,-0.024329483,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,213,0,Brillante-2,El Brillante,9,850,722500,1,11,16,4,3,0,2,-0.244339551,-0.642628681,-1.106006152,-0.266421517,42,87.5,12.38,0.983865543,-0.559410303,0.104927511,1.143256544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,214,0,Brillante-1,El Brillante,9,422,178084,1,22,38,3,4,0,8,-0.820824437,-1.170975273,-0.812159681,-0.777223969,9,87.5,12.38,1.774754244,0.295137226,-0.061139168,0.462370587,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,2,0,2,0,2,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
